"card_id","key_infor","vietnamese_meaning","english_meaning","english_meaning_separated_by_space","english_ipa","english_ipa_separated_by_space"
"255","skyrockets, Thailand, Malaysia","Thực ra nó diễn ra kiểu, ồ, không có gì xảy ra cả, rồi nó vụt tăng, đã xảy ra ở Thái Lan, đã xảy ra ở Malaysia, vì đến điểm này thì bất ngờ bạn có tiền.","Really, it goes like, oh, nothing happens, and it **skyrockets**, happened in Thailand, happened in Malaysia, because at this point suddenly you have money.","Really,___it___goes___like,___oh,___nothing___happens,___and___it___**skyrockets**,___happened___in___Thailand,___happened___in___Malaysia,___because___at___this___point___suddenly___you___have___money.","/ˈrɪli ɪt goʊz laɪk oʊ ˈnəθɪŋ ˈhæpənz ənd ɪt ˈskaɪˌrɑkəts ˈhæpənd ɪn ˈtaɪˌlænd ˈhæpənd ɪn məˈleɪʒə bɪˈkəz æt ðɪs pɔɪnt ˈsədənli ju hæv ˈməni/","ˈrɪli___ɪt___goʊz___laɪk___oʊ___ˈnəθɪŋ___ˈhæpənz___ənd___ɪt___ˈskaɪˌrɑkəts___ˈhæpənd___ɪn___ˈtaɪˌlænd___ˈhæpənd___ɪn___məˈleɪʒə___bɪˈkəz___æt___ðɪs___pɔɪnt___ˈsədənli___ju___hæv___ˈməni"
"256","everyone suddenly has money","Và, và mọi người bất ngờ có tiền, vì đây là mức trung bình, đúng vậy, và đó là điều tôi muốn nói, rồi bạn sẽ thấy bất ngờ 12%, 50%.","And, and, **everyone suddenly has money**, because this is the average, right, and that's what I'm saying is, then you see suddenly 12%, 50%.","And,___and,___**everyone___suddenly___has___money**,___because___this___is___the___average,___right,___and___that's___what___I'm___saying___is,___then___you___see___suddenly___12%,___50%.","/ənd ənd ˈɛvriˌwən ˈsədənli həz ˈməni bɪˈkəz ðɪs ɪz ðə ˈævərɪʤ raɪt ənd ðæts wət əm seɪɪŋ ɪz ðɛn ju si ˈsədənli twɛlv.pərˈsɛnt ˈfɪfti.pərˈsɛnt/","ənd___ənd___ˈɛvriˌwən___ˈsədənli___həz___ˈməni___bɪˈkəz___ðɪs___ɪz___ðə___ˈævərɪʤ___raɪt___ənd___ðæts___wət___əm___seɪɪŋ___ɪz___ðɛn___ju___si___ˈsədənli___twɛlv.pərˈsɛnt___ˈfɪfti.pərˈsɛnt"
"257","quite interesting","Cũng khá thú vị đấy.","It's **quite interesting** also.","It's___**quite___interesting**___also.","/ɪts kwaɪt ˈɪntəˌrɛstɪŋ ˈɔlsoʊ/","ɪts___kwaɪt___ˈɪntəˌrɛstɪŋ___ˈɔlsoʊ"
"258","housing situation","Vâng, điểm tiếp theo của tôi, tôi và Mike đã nói về điều này rất nhiều trong vài lần ghi hình gần đây, là tình hình nhà đất ở Việt Nam.","Yeah, my next point, u and Mike and I have talked about this extensively over the last, uh, few recordings, is the **housing situation** in Vietnam.","Yeah,___my___next___point,___u___and___Mike___and___I___have___talked___about___this___extensively___over___the___last,___uh,___few___recordings,___is___the___**housing___situation**___in___Vietnam.","/jæ maɪ nɛkst pɔɪnt ʌ ənd maɪk ənd aɪ hæv tɔkt əˈbaʊt ðɪs ɪkˈstɛnsɪvli ˈoʊvər ðə læst ə fju rɪˈkɔrdɪŋz ɪz ðə ˈhaʊzɪŋ ˌsɪʧuˈeɪʃən ɪn viˌɛtˈnɑm/","jæ___maɪ___nɛkst___pɔɪnt___ʌ___ənd___maɪk___ənd___aɪ___hæv___tɔkt___əˈbaʊt___ðɪs___ɪkˈstɛnsɪvli___ˈoʊvər___ðə___læst___ə___fju___rɪˈkɔrdɪŋz___ɪz___ðə___ˈhaʊzɪŋ___ˌsɪʧuˈeɪʃən___ɪn___viˌɛtˈnɑm"
"259","under supplied","Tôi muốn nói là cơ bản đang thiếu cung, không chỉ là ý kiến của tôi, tôi nghĩ đó là thực tế.","I would say basically **under supplied**, not just my opinion, I think it's factual.","I___would___say___basically___**under___supplied**,___not___just___my___opinion,___I___think___it's___factual.","/aɪ wʊd seɪ ˈbeɪsɪkli ˈəndər səˈplaɪd nɑt ʤɪst maɪ əˈpɪnjən aɪ θɪŋk ɪts ˈfækʧuəl/","aɪ___wʊd___seɪ___ˈbeɪsɪkli___ˈəndər___səˈplaɪd___nɑt___ʤɪst___maɪ___əˈpɪnjən___aɪ___θɪŋk___ɪts___ˈfækʧuəl"
"260","attractive investment option","Ừm, tuy vậy nó vẫn là một lựa chọn đầu tư hấp dẫn như thế.","Um, yet it remains such an **attractive investment option**.","Um,___yet___it___remains___such___an___**attractive___investment___option**.","/əm jɛt ɪt rɪˈmeɪnz səʧ ən əˈtræktɪv ˌɪnˈvɛstmənt ˈɔpʃən/","əm___jɛt___ɪt___rɪˈmeɪnz___səʧ___ən___əˈtræktɪv___ˌɪnˈvɛstmənt___ˈɔpʃən"
"261","amazing business","Vậy, ừm, đúng là bất động sản là, là một chủ đề nóng, và bạn có thể nhìn nó từ nhiều góc độ, tôi muốn nói, một mặt, đó là một ngành kinh doanh tuyệt vời cho bạn.","So, um, indeed real estate is, is a hot topic, and then you can take a look at it from a lot of, I mean, on the one hand, it's an **amazing business** for you.","So,___um,___indeed___real___estate___is,___is___a___hot___topic,___and___then___you___can___take___a___look___at___it___from___a___lot___of,___I___mean,___on___the___one___hand,___it's___an___**amazing___business**___for___you.","/soʊ əm ˌɪnˈdid ril ɛˈsteɪt ɪz ɪz ə hɑt ˈtɑpɪk ənd ðɛn ju kən teɪk ə lʊk æt ɪt frəm ə lɔt əv aɪ min ɔn ðə wən hænd ɪts ən əˈmeɪzɪŋ ˈbɪznɪs fər ju/","soʊ___əm___ˌɪnˈdid___ril___ɛˈsteɪt___ɪz___ɪz___ə___hɑt___ˈtɑpɪk___ənd___ðɛn___ju___kən___teɪk___ə___lʊk___æt___ɪt___frəm___ə___lɔt___əv___aɪ___min___ɔn___ðə___wən___hænd___ɪts___ən___əˈmeɪzɪŋ___ˈbɪznɪs___fər___ju"
"262","pipeline for your wealth management","Bạn cho nhà phát triển vay, rồi bạn có thể cho người mua vay, và rồi người mua nhà mới có thể trở thành một nguồn khách hàng cho mảng quản lý tài sản của bạn.","You lend to the developer, then you can lend to the buyer, and then the new home buyer can come a **pipeline for your wealth management**.","You___lend___to___the___developer,___then___you___can___lend___to___the___buyer,___and___then___the___new___home___buyer___can___come___a___**pipeline___for___your___wealth___management**.","/ju lɛnd tɪ ðə dɪˈvɛləpər ðɛn ju kən lɛnd tɪ ðə baɪər ənd ðɛn ðə nu hoʊm baɪər kən kəm ə ˈpaɪˌplaɪn fər jʊr wɛlθ ˈmænɪʤmənt/","ju___lɛnd___tɪ___ðə___dɪˈvɛləpər___ðɛn___ju___kən___lɛnd___tɪ___ðə___baɪər___ənd___ðɛn___ðə___nu___hoʊm___baɪər___kən___kəm___ə___ˈpaɪˌplaɪn___fər___jʊr___wɛlθ___ˈmænɪʤmənt"
"263","bubble in Vietnam","Mặt khác, mọi người đều nghĩ, bạn biết đấy, có một, có một bong bóng ở Việt Nam, và bạn là một trong những nhà cho vay bất động sản lớn, và điều đó tạo ra một số lo ngại, vì vậy sẽ rất thú vị khi nghe quan điểm của bạn về tất cả điều đó.","On the other hand, everybody thinks, you know, there's a, there's a **bubble in Vietnam**, and you're one of the big real estate lenders, and you know that's creates some concerns, and so that would be really interesting to hear your perspectives on all that.","On___the___other___hand,___everybody___thinks,___you___know,___there's___a,___there's___a___**bubble___in___Vietnam**,___and___you're___one___of___the___big___real___estate___lenders,___and___you___know___that's___creates___some___concerns,___and___so___that___would___be___really___interesting___to___hear___your___perspectives___on___all___that.","/ɔn ðə ˈəðər hænd ˈɛvriˌbɑdi θɪŋks ju noʊ ðɛrz ə ðɛrz ə ˈbəbəl ɪn viˌɛtˈnɑm ənd jʊr wən əv ðə bɪg ril ɛˈsteɪt ˈlɛndərz ənd ju noʊ ðæts kriˈeɪts səm kənˈsərnz ənd soʊ ðət wʊd bi ˈrɪli ˈɪntəˌrɛstɪŋ tɪ hir jʊr pərˈspɛktɪvz ɔn ɔl ðət/","ɔn___ðə___ˈəðər___hænd___ˈɛvriˌbɑdi___θɪŋks___ju___noʊ___ðɛrz___ə___ðɛrz___ə___ˈbəbəl___ɪn___viˌɛtˈnɑm___ənd___jʊr___wən___əv___ðə___bɪg___ril___ɛˈsteɪt___ˈlɛndərz___ənd___ju___noʊ___ðæts___kriˈeɪts___səm___kənˈsərnz___ənd___soʊ___ðət___wʊd___bi___ˈrɪli___ˈɪntəˌrɛstɪŋ___tɪ___hir___jʊr___pərˈspɛktɪvz___ɔn___ɔl___ðət"
"264","overs supplied, under supplied","Bất động sản, tôi muốn nói, đầu tiên bạn phải nhìn nó từ nhiều góc độ khác nhau.","Real estate, I mean, first you have to look at it from a different, from a lot of different perspectives.","Real___estate,___I___mean,___first___you___have___to___look___at___it___from___a___different,___from___a___lot___of___different___perspectives.","/ril ɛˈsteɪt aɪ min fərst ju hæv tɪ lʊk æt ɪt frəm ə ˈdɪfərənt frəm ə lɔt əv ˈdɪfərənt pərˈspɛktɪvz/","ril___ɛˈsteɪt___aɪ___min___fərst___ju___hæv___tɪ___lʊk___æt___ɪt___frəm___ə___ˈdɪfərənt___frəm___ə___lɔt___əv___ˈdɪfərənt___pərˈspɛktɪvz"
"265","empty areas, overbuilt","Vậy điều đầu tiên là, liệu nó đang dư cung hay thiếu cung, đúng không, và vì mọi người đang nhìn vào Trung Quốc với những khu vực trống trải kiểu này, xây quá tay hoàn toàn, tôi vẫn nghĩ chúng ta đang thiếu cung.","So the first one is, is it overs supplied or under supplied, right, and because everyone is looking at China, these **empty** kind of areas, right, completely **overbuilt**, I still think we have an under supply.","So___the___first___one___is,___is___it___overs___supplied___or___under___supplied,___right,___and___because___everyone___is___looking___at___China,___these___**empty**___kind___of___areas,___right,___completely___**overbuilt**,___I___still___think___we___have___an___under___supply.","/soʊ ðə fərst wən ɪz ɪz ɪt ˈoʊvərz səˈplaɪd ər ˈəndər səˈplaɪd raɪt ənd bɪˈkəz ˈɛvriˌwən ɪz ˈlʊkɪŋ æt ˈʧaɪnə ðiz ˈɛmti kaɪnd əv ˈɛriəz raɪt kəmˈplitli ˈoʊvərˈbɪlt aɪ stɪl θɪŋk wi hæv ən ˈəndər səˈplaɪ/","soʊ___ðə___fərst___wən___ɪz___ɪz___ɪt___ˈoʊvərz___səˈplaɪd___ər___ˈəndər___səˈplaɪd___raɪt___ənd___bɪˈkəz___ˈɛvriˌwən___ɪz___ˈlʊkɪŋ___æt___ˈʧaɪnə___ðiz___ˈɛmti___kaɪnd___əv___ˈɛriəz___raɪt___kəmˈplitli___ˈoʊvərˈbɪlt___aɪ___stɪl___θɪŋk___wi___hæv___ən___ˈəndər___səˈplaɪ"
"266","700,000 units","Chúng ta có vấn đề khớp một chút giữa cung, tôi muốn nói là, đúng, chúng ta cần 700.000 căn, có thể 700.000 căn được xây trong khoảng, tôi không biết, 10 năm tới.","We have a problem of matching a little bit the supply, what I mean with that, yes, we need **700,000 units**, probably 700,000 units get built over the next, I don't know, 10 years.","We___have___a___problem___of___matching___a___little___bit___the___supply,___what___I___mean___with___that,___yes,___we___need___**700,000___units**,___probably___700,000___units___get___built___over___the___next,___I___don't___know,___10___years.","/wi hæv ə ˈprɑbləm əv ˈmæʧɪŋ ə ˈlɪtəl bɪt ðə səˈplaɪ wət aɪ min wɪθ ðət jɛs wi nid ˈsɛvən.ˈhʌndrəd.ˈθaʊzənd ˈjunɪts ˈprɑbəˌbli ˈsɛvən.ˈhʌndrəd.ˈθaʊzənd ˈjunɪts gɪt bɪlt ˈoʊvər ðə nɛkst aɪ doʊnt noʊ tɛn jɪrz/","wi___hæv___ə___ˈprɑbləm___əv___ˈmæʧɪŋ___ə___ˈlɪtəl___bɪt___ðə___səˈplaɪ___wət___aɪ___min___wɪθ___ðət___jɛs___wi___nid___ˈsɛvən.ˈhʌndrəd.ˈθaʊzənd___ˈjunɪts___ˈprɑbəˌbli___ˈsɛvən.ˈhʌndrəd.ˈθaʊzənd___ˈjunɪts___gɪt___bɪlt___ˈoʊvər___ðə___nɛkst___aɪ___doʊnt___noʊ___tɛn___jɪrz"
"267","high-end, low-end, mismatch","Nhưng liệu chúng có được xây ở đúng phân khúc giá không, đúng không, các nhà phát triển có nói, ồ, tôi xây kiểu cao cấp, nhưng ít người nói tôi chỉ có thể mua nổi loại thấp cấp, đúng không, vậy nên có một chút lệch pha ở đây, điều này tạo ra một yếu tố rủi ro.","But are they built in the right price category, right, are the developers saying, oh, I built kind of **high-end**, but few people are saying, I can only afford **low-end**, right, so there's a little bit of this **mismatch** which has one risk component in it, right?","But___are___they___built___in___the___right___price___category,___right,___are___the___developers___saying,___oh,___I___built___kind___of___**high-end**,___but___few___people___are___saying,___I___can___only___afford___**low-end**,___right,___so___there's___a___little___bit___of___this___**mismatch**___which___has___one___risk___component___in___it,___right?","/bət ər ðeɪ bɪlt ɪn ðə raɪt praɪs ˈkætəˌgɔri raɪt ər ðə dɪˈvɛləpərz seɪɪŋ oʊ aɪ bɪlt kaɪnd əv haɪɛnd bət fju ˈpipəl ər seɪɪŋ aɪ kən ˈoʊnli əˈfɔrd loʊɛnd raɪt soʊ ðɛrz ə ˈlɪtəl bɪt əv ðɪs ˈmɪsˌmæʧ wɪʧ həz wən rɪsk kəmˈpoʊnənt ɪn ɪt raɪt/","bət___ər___ðeɪ___bɪlt___ɪn___ðə___raɪt___praɪs___ˈkætəˌgɔri___raɪt___ər___ðə___dɪˈvɛləpərz___seɪɪŋ___oʊ___aɪ___bɪlt___kaɪnd___əv___haɪɛnd___bət___fju___ˈpipəl___ər___seɪɪŋ___aɪ___kən___ˈoʊnli___əˈfɔrd___loʊɛnd___raɪt___soʊ___ðɛrz___ə___ˈlɪtəl___bɪt___əv___ðɪs___ˈmɪsˌmæʧ___wɪʧ___həz___wən___rɪsk___kəmˈpoʊnənt___ɪn___ɪt___raɪt"
"268","interest rates, legal restrictions","Thứ hai, vì lãi suất vẫn còn rất biến động, đôi khi mọi người muốn đổ vào bất động sản, rồi đôi khi họ lại hạ nhiệt, đúng không, và rồi còn có các vấn đề pháp lý và hạn chế pháp lý nữa.","Secondly, because **interest rates** are still very volatile, sometimes everyone wants to go into real estate, then sometimes they're cooling off again, right, and then there was also legal areas and **legal restrictions**.","Secondly,___because___**interest___rates**___are___still___very___volatile,___sometimes___everyone___wants___to___go___into___real___estate,___then___sometimes___they're___cooling___off___again,___right,___and___then___there___was___also___legal___areas___and___**legal___restrictions**.","/ˈsɛkəndli bɪˈkəz ˈɪntəˌrɛst reɪts ər stɪl ˈvɛri ˈvɑlətəl ˈsəmˌtaɪmz ˈɛvriˌwən wɔnts tɪ goʊ ˈɪntu ril ɛˈsteɪt ðɛn ˈsəmˌtaɪmz ðɛr ˈkulɪŋ ɔf əˈgɛn raɪt ənd ðɛn ðɛr wɑz ˈɔlsoʊ ˈligəl ˈɛriəz ənd ˈligəl riˈstrɪkʃənz/","ˈsɛkəndli___bɪˈkəz___ˈɪntəˌrɛst___reɪts___ər___stɪl___ˈvɛri___ˈvɑlətəl___ˈsəmˌtaɪmz___ˈɛvriˌwən___wɔnts___tɪ___goʊ___ˈɪntu___ril___ɛˈsteɪt___ðɛn___ˈsəmˌtaɪmz___ðɛr___ˈkulɪŋ___ɔf___əˈgɛn___raɪt___ənd___ðɛn___ðɛr___wɑz___ˈɔlsoʊ___ˈligəl___ˈɛriəz___ənd___ˈligəl___riˈstrɪkʃənz"
"269","lot of risk, consumption","Vậy, vậy nên có rất nhiều rủi ro về mặt tiêu dùng và tất cả những điều này, đúng không?","So, so there's a **lot of risk** in terms of **consumption** and all of this, right?","So,___so___there's___a___**lot___of___risk**___in___terms___of___**consumption**___and___all___of___this,___right?","/soʊ soʊ ðɛrz ə lɔt əv rɪsk ɪn tərmz əv kənˈsəmʃən ənd ɔl əv ðɪs raɪt/","soʊ___soʊ___ðɛrz___ə___lɔt___əv___rɪsk___ɪn___tərmz___əv___kənˈsəmʃən___ənd___ɔl___əv___ðɪs___raɪt"
"270","secular trend, urbanization","Tuy nhiên, một điều thúc đẩy xu hướng dài hạn này là, chúng ta vẫn còn rất nhiều đô thị hóa.","However, one thing which drives the **secular trend** is, we still have a lot of **urbanization**.","However,___one___thing___which___drives___the___**secular___trend**___is,___we___still___have___a___lot___of___**urbanization**.","/ˌhaʊˈɛvər wən θɪŋ wɪʧ draɪvz ðə ˈsɛkjələr trɛnd ɪz wi stɪl hæv ə lɔt əv ˌərbənɪˈzeɪʃən/","ˌhaʊˈɛvər___wən___θɪŋ___wɪʧ___draɪvz___ðə___ˈsɛkjələr___trɛnd___ɪz___wi___stɪl___hæv___ə___lɔt___əv___ˌərbənɪˈzeɪʃən"
"271","live in the big cities","Vậy nên, mọi người vẫn muốn sống ở các thành phố lớn.","So, people still want to **live in the big cities**.","So,___people___still___want___to___**live___in___the___big___cities**.","/soʊ ˈpipəl stɪl wɔnt tɪ lɪv ɪn ðə bɪg ˈsɪtiz/","soʊ___ˈpipəl___stɪl___wɔnt___tɪ___lɪv___ɪn___ðə___bɪg___ˈsɪtiz"
"272","not enough space","Thứ hai, ở các thành phố lớn không có đủ không gian, đúng không?","Secondly, in the big cities there's **not enough space**, right?","Secondly,___in___the___big___cities___there's___**not___enough___space**,___right?","/ˈsɛkəndli ɪn ðə bɪg ˈsɪtiz ðɛrz nɑt ɪˈnəf speɪs raɪt/","ˈsɛkəndli___ɪn___ðə___bɪg___ˈsɪtiz___ðɛrz___nɑt___ɪˈnəf___speɪs___raɪt"
"273","best investment classes","Và, và điều cuối cùng là, mọi người vẫn tin đó là một trong những nhóm đầu tư tốt nhất của họ, đặc biệt ở một thị trường như Việt Nam, đúng không, thậm chí không phải vàng, không phải trái phiếu, không phải cổ phiếu, khoản đầu tư thực sự là một mảnh đất hoặc một căn nhà hoặc một căn hộ.","And, and the last one is, still, people believe it's one of their **best investment classes**, especially in a market like Vietnam, right, even not gold, not bonds, not equities, the real investment is piece of land or a house or an apartment.","And,___and___the___last___one___is,___still,___people___believe___it's___one___of___their___**best___investment___classes**,___especially___in___a___market___like___Vietnam,___right,___even___not___gold,___not___bonds,___not___equities,___the___real___investment___is___piece___of___land___or___a___house___or___an___apartment.","/ənd ənd ðə læst wən ɪz stɪl ˈpipəl bɪˈliv ɪts wən əv ðɛr bɛst ˌɪnˈvɛstmənt ˈklæsɪz əˈspɛʃəli ɪn ə ˈmɑrkɪt laɪk viˌɛtˈnɑm raɪt ˈivɪn nɑt goʊld nɑt bɑndz nɑt ˈɛkwətiz ðə ril ˌɪnˈvɛstmənt ɪz pis əv lænd ər ə haʊs ər ən əˈpɑrtmənt/","ənd___ənd___ðə___læst___wən___ɪz___stɪl___ˈpipəl___bɪˈliv___ɪts___wən___əv___ðɛr___bɛst___ˌɪnˈvɛstmənt___ˈklæsɪz___əˈspɛʃəli___ɪn___ə___ˈmɑrkɪt___laɪk___viˌɛtˈnɑm___raɪt___ˈivɪn___nɑt___goʊld___nɑt___bɑndz___nɑt___ˈɛkwətiz___ðə___ril___ˌɪnˈvɛstmənt___ɪz___pis___əv___lænd___ər___ə___haʊs___ər___ən___əˈpɑrtmənt"
"274","your role within the bank","Và tôi, tôi muốn nói, bạn không trực tiếp làm bất động sản, tất nhiên, ít nhất là, ừm, Jens, nhưng vai trò của bạn, ừm, trong ngân hàng, nhưng ngân hàng bản thân nó cũng quan trọng.","And I, I want to get, you're not in real estate of course directly, at least, uh, Jens, but your, your **role within the bank**, but the bank itself too is important.","And___I,___I___want___to___get,___you're___not___in___real___estate___of___course___directly,___at___least,___uh,___Jens,___but___your,___your___**role___within___the___bank**,___but___the___bank___itself___too___is___important.","/ənd aɪ aɪ wɔnt tɪ gɪt jʊr nɑt ɪn ril ɛˈsteɪt əv kɔrs dɪˈrɛkli æt list ə jɛnz bət jʊr jʊr roʊl wɪˈθɪn ðə bæŋk bət ðə bæŋk ˌɪtˈsɛlf tu ɪz ˌɪmˈpɔrtənt/","ənd___aɪ___aɪ___wɔnt___tɪ___gɪt___jʊr___nɑt___ɪn___ril___ɛˈsteɪt___əv___kɔrs___dɪˈrɛkli___æt___list___ə___jɛnz___bət___jʊr___jʊr___roʊl___wɪˈθɪn___ðə___bæŋk___bət___ðə___bæŋk___ˌɪtˈsɛlf___tu___ɪz___ˌɪmˈpɔrtənt"
"275","real estate overall","Bất động sản, nói chung, rất quan trọng đối với đất nước.","**Real estate overall** very important for the country.","**Real___estate___overall**___very___important___for___the___country.","/ril ɛˈsteɪt ˈoʊvərˌɔl ˈvɛri ˌɪmˈpɔrtənt fər ðə ˈkəntri/","ril___ɛˈsteɪt___ˈoʊvərˌɔl___ˈvɛri___ˌɪmˈpɔrtənt___fər___ðə___ˈkəntri"
"276","manage risk, is there demand","Bây giờ bạn quản lý rủi ro trong đó như một ngân hàng như thế nào, đúng không, và vậy nên với chúng tôi, câu hỏi quan trọng nhất là, có nhu cầu hay không, vì nếu có nhu cầu, bạn không có rủi ro.","Now, how do you **manage risk** in that as a bank, right, and so for us, the most important question is, **is there demand**, because if there's demand, you don't have risk.","Now,___how___do___you___**manage___risk**___in___that___as___a___bank,___right,___and___so___for___us,___the___most___important___question___is,___**is___there___demand**,___because___if___there's___demand,___you___don't___have___risk.","/naʊ haʊ du ju ˈmænɪʤ rɪsk ɪn ðət ɛz ə bæŋk raɪt ənd soʊ fər ˈjuˈɛs ðə moʊst ˌɪmˈpɔrtənt kˈwɛʃən ɪz ɪz ðɛr dɪˈmænd bɪˈkəz ɪf ðɛrz dɪˈmænd ju doʊnt hæv rɪsk/","naʊ___haʊ___du___ju___ˈmænɪʤ___rɪsk___ɪn___ðət___ɛz___ə___bæŋk___raɪt___ənd___soʊ___fər___ˈjuˈɛs___ðə___moʊst___ˌɪmˈpɔrtənt___kˈwɛʃən___ɪz___ɪz___ðɛr___dɪˈmænd___bɪˈkəz___ɪf___ðɛrz___dɪˈmænd___ju___doʊnt___hæv___rɪsk"
"277","develop, legal rights","Thì rủi ro thực sự bạn chỉ có là, liệu một nhà phát triển có thể phát triển nó để nó thực sự đáp ứng nhu cầu, đúng không, người đó có quyền pháp lý phù hợp không.","Then the real risk you only having is, can a developer **develop** that so that it actually hits the demand, right, is that person able to have the right **legal rights**.","Then___the___real___risk___you___only___having___is,___can___a___developer___**develop**___that___so___that___it___actually___hits___the___demand,___right,___is___that___person___able___to___have___the___right___**legal___rights**.","/ðɛn ðə ril rɪsk ju ˈoʊnli ˈhævɪŋ ɪz kən ə dɪˈvɛləpər dɪˈvɛləp ðət soʊ ðət ɪt ˈæˌkʧuəli hɪts ðə dɪˈmænd raɪt ɪz ðət ˈpərsən ˈeɪbəl tɪ hæv ðə raɪt ˈligəl raɪts/","ðɛn___ðə___ril___rɪsk___ju___ˈoʊnli___ˈhævɪŋ___ɪz___kən___ə___dɪˈvɛləpər___dɪˈvɛləp___ðət___soʊ___ðət___ɪt___ˈæˌkʧuəli___hɪts___ðə___dɪˈmænd___raɪt___ɪz___ðət___ˈpərsən___ˈeɪbəl___tɪ___hæv___ðə___raɪt___ˈligəl___raɪts"
"278","procure, build, end customer","Họ có biết cách thu mua không, họ có biết cách xây dựng không, để cuối cùng sản phẩm đó thực sự đến với khách hàng cuối.","Do they know how to **procure**, do they know how to **build**, so that ultimately that product is really with the **end customer**.","Do___they___know___how___to___**procure**,___do___they___know___how___to___**build**,___so___that___ultimately___that___product___is___really___with___the___**end___customer**.","/du ðeɪ noʊ haʊ tɪ proʊˈkjʊr du ðeɪ noʊ haʊ tɪ bɪld soʊ ðət ˈəltəmətli ðət ˈprɑdəkt ɪz ˈrɪli wɪθ ðə ɛnd ˈkəstəmər/","du___ðeɪ___noʊ___haʊ___tɪ___proʊˈkjʊr___du___ðeɪ___noʊ___haʊ___tɪ___bɪld___soʊ___ðət___ˈəltəmətli___ðət___ˈprɑdəkt___ɪz___ˈrɪli___wɪθ___ðə___ɛnd___ˈkəstəmər"
"279","restrictions, safeguards, value chain","Vậy nên từ góc độ đó có rất nhiều hạn chế hoặc biện pháp bảo vệ bạn cần đặt ra trên toàn bộ chuỗi giá trị, và đó là lý do chúng tôi thực ra chưa bao giờ thực sự mất tiền trong bất động sản, đúng không.","So from that perspective there's a lot of **restrictions or safeguards** you need to put across the entire **value chain**, and that's why we actually, we never really lost money in real estate, right?","So___from___that___perspective___there's___a___lot___of___**restrictions___or___safeguards**___you___need___to___put___across___the___entire___**value___chain**,___and___that's___why___we___actually,___we___never___really___lost___money___in___real___estate,___right?","/soʊ frəm ðət pərˈspɛktɪv ðɛrz ə lɔt əv riˈstrɪkʃənz ər ˈseɪfˌgɑrdz ju nid tɪ pʊt əˈkrɔs ðə ɪnˈtaɪər ˈvælju ʧeɪn ənd ðæts waɪ wi ˈæˌkʧuəli wi ˈnɛvər ˈrɪli lɔst ˈməni ɪn ril ɛˈsteɪt raɪt/","soʊ___frəm___ðət___pərˈspɛktɪv___ðɛrz___ə___lɔt___əv___riˈstrɪkʃənz___ər___ˈseɪfˌgɑrdz___ju___nid___tɪ___pʊt___əˈkrɔs___ðə___ɪnˈtaɪər___ˈvælju___ʧeɪn___ənd___ðæts___waɪ___wi___ˈæˌkʧuəli___wi___ˈnɛvər___ˈrɪli___lɔst___ˈməni___ɪn___ril___ɛˈsteɪt___raɪt"
"280","different than competitors","Nhưng chúng tôi làm điều đó cũng rất khác so với có lẽ rất nhiều đối thủ khác trên thị trường.","But we're doing it also very **different than** probably a lot of other competitors in the market.","But___we're___doing___it___also___very___**different___than**___probably___a___lot___of___other___competitors___in___the___market.","/bət wɪr duɪŋ ɪt ˈɔlsoʊ ˈvɛri ˈdɪfərənt ðən ˈprɑbəˌbli ə lɔt əv ˈəðər kəmˈpɛtɪtərz ɪn ðə ˈmɑrkɪt/","bət___wɪr___duɪŋ___ɪt___ˈɔlsoʊ___ˈvɛri___ˈdɪfərənt___ðən___ˈprɑbəˌbli___ə___lɔt___əv___ˈəðər___kəmˈpɛtɪtərz___ɪn___ðə___ˈmɑrkɪt"
"281","50 to 70% market share","Vậy, Jens, với điều đó, ừm, tôi hiểu, dựa trên nghiên cứu của chúng tôi, rằng Techcom chiếm 50 đến 70% thị phần trong quản lý tài sản cho người tiết kiệm giàu có, vậy là hơn một nửa thị trường, tùy theo cách đo.","So, Jens, with that said, um, I understand, based on our research, that Techcom holds **50 to 70% market share** in wealth management for affluent savers, so more than half the market, depending on the measure.","So,___Jens,___with___that___said,___um,___I___understand,___based___on___our___research,___that___Techcom___holds___**50___to___70%___market___share**___in___wealth___management___for___affluent___savers,___so___more___than___half___the___market,___depending___on___the___measure.","/soʊ jænz wɪθ ðət sɛd əm aɪ ˌəndərˈstænd beɪst ɔn ɑr ˈrisərʧ ðət ˈtɛkˌkɑm hoʊldz ˈfɪfti tɪ ˈsɛvənti.pərˈsɛnt ˈmɑrkɪt ʃɛr ɪn wɛlθ ˈmænɪʤmənt fər ˈæfluənt ˈseɪvərz soʊ mɔr ðən hæf ðə ˈmɑrkɪt dɪˈpɛndɪŋ ɔn ðə ˈmɛʒər/","soʊ___jænz___wɪθ___ðət___sɛd___əm___aɪ___ˌəndərˈstænd___beɪst___ɔn___ɑr___ˈrisərʧ___ðət___ˈtɛkˌkɑm___hoʊldz___ˈfɪfti___tɪ___ˈsɛvənti.pərˈsɛnt___ˈmɑrkɪt___ʃɛr___ɪn___wɛlθ___ˈmænɪʤmənt___fər___ˈæfluənt___ˈseɪvərz___soʊ___mɔr___ðən___hæf___ðə___ˈmɑrkɪt___dɪˈpɛndɪŋ___ɔn___ðə___ˈmɛʒər"
